scenario,target,source,year,value,target_color,source_color,link_color
rcp45hotter_ssp3,SugarCrop,Irrigation Water Use,2075,3.49208189929,#77B855,#77B855,#daebed
rcp45hotter_ssp3,SugarCrop,Irrigation Water Use,2080,3.68877116199,#77B855,#77B855,#daebed
rcp45hotter_ssp3,SugarCrop,Irrigation Water Use,2085,3.795562836276,#77B855,#77B855,#daebed
rcp45hotter_ssp3,SugarCrop,Irrigation Water Use,2090,3.510310441447,#77B855,#77B855,#daebed
rcp45hotter_ssp3,SugarCrop,Irrigation Water Use,2095,3.3344568031019,#77B855,#77B855,#daebed
rcp45hotter_ssp3,SugarCrop,Irrigation Water Use,2100,3.307424489596739,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2020,8.9127354803646,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2025,8.9657047852155,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2030,9.4504019136617,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2035,9.2417690062131,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2040,9.8280601231197,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2045,10.2112252277601,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2050,9.7987995325536,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2055,10.1257697410972,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2060,9.7795695124452,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2065,9.5410551862305,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2070,10.22091031773912,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2075,9.50638833680746,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2080,10.1383202721686,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2085,10.18258655363337,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2090,9.72959300189285,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2095,9.884382934177678,#77B855,#77B855,#daebed
rcp45hotter_ssp3,Wheat,Irrigation Water Use,2100,9.4925246683984,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2020,1.43792669986,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2025,2.30115962699,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2030,3.85385968783,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2035,5.57656240163,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2040,7.15269936381,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2045,9.85110283255,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2050,11.35917806705,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2055,13.1364995962,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2060,12.34690371811,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2065,12.46368707739,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2070,14.0265455137,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2075,14.83927899138,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2080,19.92210342352,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2085,24.90632422677,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2090,30.2737649550919,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2095,35.46644595385656,#77B855,#77B855,#daebed
rcp45hotter_ssp3,biomass,Irrigation Water Use,2100,43.42177907698888,#77B855,#77B855,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2020,0.174255,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2025,0.170236,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2030,0.158191,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2035,0.119833,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2040,0.0837102,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2045,0.0471195,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2050,0.00459326,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2055,0.00116794,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenII,Mining Water Use,2060,0.000439775,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2020,0.00851536,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2025,0.00931705,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2030,0.0111943,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2035,0.0137982,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2040,0.0179022,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2045,0.0243583,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2050,0.0302219,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2055,0.0321802,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2060,0.0352186,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2065,0.0421826,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2070,0.0477848,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2075,0.0566746,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2080,0.0616239,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2085,0.0685646,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2090,0.0831157,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2095,0.0992505,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,nuclearFuelGenIII,Mining Water Use,2100,0.105341,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2020,0.111632,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2025,0.0998027,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2030,0.0531845,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2035,0.0391063,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2040,0.029386,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2045,0.0281223,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2050,0.0307093,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2055,0.0312292,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2060,0.0303542,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2065,0.0293092,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2070,0.0283236,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2075,0.0299007,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2080,0.0328552,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2085,0.0327236,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2090,0.0324753,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2095,0.031041,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional coal,Mining Water Use,2100,0.0246089,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2020,0.000908877,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2025,0.000920494,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2030,0.000982187,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2035,0.000992556,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2040,0.000974462,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2045,0.000950896,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2050,0.000902675,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2055,0.000825162,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2060,0.000746597,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2065,0.000656038,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2070,0.000585971,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2075,0.000527383,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2080,0.0004916,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2085,0.000453572,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2090,0.000415378,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2095,0.000348282,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional natural gas,Mining Water Use,2100,0.000277578,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2020,4.51463,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2025,4.44317,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2030,4.33445,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2035,4.17816,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2040,3.92614,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2045,3.59961,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2050,3.22543,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2055,2.89588,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2060,2.60142,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2065,2.24946,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2070,1.84006,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2075,1.39771,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2080,1.00626,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2085,0.686167,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2090,0.410354,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2095,0.207267,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,regional oil,Mining Water Use,2100,0.0456133,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2020,0.0122694,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2025,0.0182176,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2030,0.0224574,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2035,0.0260418,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2040,0.0293198,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2045,0.0350746,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2050,0.0412811,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2055,0.0503877,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2060,0.0631394,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2065,0.0816445,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2070,0.106387,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2075,0.131571,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2080,0.146832,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2085,0.150833,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2090,0.141725,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2095,0.122914,#9B2227,#9B2227,#daebed
rcp45hotter_ssp3,unconventional oil production,Mining Water Use,2100,0.0989288,#9B2227,#9B2227,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2020,1.199037159,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2025,1.315466584,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2030,1.449413641,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2035,1.61701555,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2040,1.759606276,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2045,1.887945609,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2050,2.03775928,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2055,2.153755742,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2060,2.277312943,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2065,2.36584162,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2070,2.420831523,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2075,2.522805424,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2080,2.539643586,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2085,2.5598721600000003,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2090,2.5507341,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2095,2.45143873,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Beef,Livestock Water Use,2100,2.45312778,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2020,0.289152205,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2025,0.30746585,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2030,0.325776813,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2035,0.349629782,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2040,0.368690524,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2045,0.3904901329999999,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2050,0.416556289,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2055,0.436239462,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2060,0.460931862,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2065,0.481139642,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2070,0.496955252,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2075,0.524856195,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2080,0.537927137,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2085,0.554780503,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2090,0.571280715,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2095,0.57383638,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Dairy,Livestock Water Use,2100,0.5884453829999999,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2020,1.3139329999999998,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2025,1.32199395,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2030,1.30291296,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2035,1.46176581,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2040,1.4384378,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2045,1.50338218,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2050,1.6661131,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2055,1.66838058,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2060,1.80384933,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2065,1.83189103,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2070,1.78922679,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2075,1.94568412,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2080,1.91322767,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2085,1.9633156,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2090,2.04025651,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2095,2.03884837,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Pork,Livestock Water Use,2100,2.09193665,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2020,0.00027664877,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2025,0.000287593365,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2030,0.000294032078,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2035,0.00032259943200000003,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2040,0.0003271225139999,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2045,0.00034344969,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2050,0.000374370823,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2055,0.000381126232,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2060,0.000409036463,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2065,0.000419432556,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2070,0.000416921756,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2075,0.000449487367,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2080,0.000446093949,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2085,0.00045595659,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2090,0.000471097776,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2095,0.000470594715,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,Poultry,Livestock Water Use,2100,0.00048470072,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2020,0.01512886824,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2025,0.01388485252,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2030,0.01206797068,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2035,0.0107852428,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2040,0.00971024928,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2045,0.00911112288,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2050,0.00865945303546,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2055,0.00810574639127,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2060,0.0080130394491,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2065,0.00781890151333,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2070,0.00726224853356,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2075,0.00679728055302,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2080,0.0051818598727749,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2085,0.0038494014811949,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2090,0.002343790253803,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2095,0.0010694628,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,SheepGoat,Livestock Water Use,2100,0.0005929379000000001,#8fa36f,#8fa36f,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2020,60.2906226,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2025,64.0289372,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2030,67.935767,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2035,71.9256391,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2040,75.678472,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2045,79.2835043,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2050,82.7987566,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2055,86.2757931,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2060,89.945176,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2065,93.844219,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2070,97.086961,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2075,100.979651,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2080,104.851397,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2085,108.696503,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2090,112.066962,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2095,112.599,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,municipal water,Domestic Water Use,2100,114.896013,#E9D8A5,#E9D8A5,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2020,20.44010934,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2025,21.63726702,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2030,22.95810057,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2035,24.37567763,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2040,25.82096422,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2045,27.39550149,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2050,29.05028566,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2055,30.83224588,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2060,32.73293187,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2065,34.76689222,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2070,36.87642773,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2075,39.21215678,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2080,41.5441702,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2085,43.89514568,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2090,46.23282691,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2095,48.4793615,#601319,#601319,#daebed
rcp45hotter_ssp5,industry,Industrial Water Use,2100,50.8917651,#601319,#601319,#daebed
rcp45hotter_ssp5,Corn,Irrigation Water Use,2020,35.4101010095,#77B855,#77B855,#daebed
rcp45hotter_ssp5,Corn,Irrigation Water Use,2025,39.9492582544,#77B855,#77B855,#daebed
rcp45hotter_ssp5,Corn,Irrigation Water Use,2030,50.7665845784,#77B855,#77B855,#daebed
rcp45hotter_ssp5,Corn,Irrigation Water Use,2035,39.3640477118,#77B855,#77B855,#daebed
