scenario,target,source,year,value,target_color,source_color,link_color
rcp45hotter_ssp5,Groundwater,Missouri River,2035,7.49377,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2040,20.4492,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2045,30.6093,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2050,12.7835,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2055,17.3967,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2060,8.8656,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2065,3.05079,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2070,30.2645,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2075,21.2081,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2080,39.3291,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2085,47.4638,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2090,27.9628,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2095,27.3958,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Missouri River,2100,16.6725,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2020,38.9152,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2025,45.8888,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2030,35.111,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2035,37.9203,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2040,31.5582,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2045,22.2088,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2050,35.4315,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2055,35.6386,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2060,42.7407,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2065,52.1885,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2070,36.9184,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2075,37.0006,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2080,31.1687,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2085,22.8434,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2090,37.1676,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2095,39.0728,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Missouri River,2100,47.2876,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2020,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2025,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2030,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2035,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2040,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2045,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2050,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2055,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2060,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2065,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2070,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2075,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2080,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2085,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2090,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2095,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,New England,2100,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2020,3.07938,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2025,3.19746,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2030,3.34741,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2035,3.4645,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2040,3.60374,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2045,3.75571,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2050,3.89136,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2055,4.05859,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2060,4.21116,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2065,4.40592,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2070,4.64225,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2075,4.82971,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2080,5.09793,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2085,5.36768,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2090,5.59254,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2095,5.83633,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,New England,2100,5.99646,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2020,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2025,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2030,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2035,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2040,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2045,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2050,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2055,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2060,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2065,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2070,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2075,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2080,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2085,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2090,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2095,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Ohio River,2100,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2020,21.0684,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2025,19.8962,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2030,17.234,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2035,16.3747,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2040,16.121,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2045,16.3828,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2050,16.6308,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2055,17.5949,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2060,18.8117,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2065,20.3678,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2070,21.5904,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2075,22.8368,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2080,24.0162,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2085,25.3839,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2090,27.1049,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2095,28.563,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Ohio River,2100,30.4146,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2020,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2025,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2030,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2035,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2040,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2045,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2050,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2055,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2060,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2065,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2070,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2075,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2080,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2085,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2090,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2095,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Pacific Northwest,2100,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2020,20.2726,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2025,22.0847,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2030,24.0553,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2035,24.8221,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2040,27.8837,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2045,29.8636,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2050,31.2232,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2055,34.0648,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2060,34.4619,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2065,36.2852,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2070,38.3989,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2075,39.4514,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2080,44.6072,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2085,47.5814,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2090,50.7754,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2095,54.3884,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Pacific Northwest,2100,54.771,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2020,7.36915,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2025,8.4073,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2030,10.486,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2035,16.3944,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2040,21.985,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2045,24.3204,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2050,23.8506,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2055,26.6845,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2060,22.84,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2065,22.3335,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2070,22.4187,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2075,26.294,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2080,24.3914,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2085,6.17542,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2090,0.00440432,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2095,0.00826756,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Rio Grande River,2100,0.0025686,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2020,9.76225,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2025,9.96956,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2030,10.485,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2035,6.60417,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2040,4.08359,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2045,4.48807,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2050,6.62352,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2055,5.65114,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2060,10.3728,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2065,11.937,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2070,13.5552,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2075,8.31869,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2080,4.82396,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2085,5.99075,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2090,8.34006,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2095,7.22832,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Rio Grande River,2100,13.0442,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2020,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2025,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2030,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2035,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2040,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2045,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2050,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2055,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2060,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2065,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2070,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2075,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2080,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2085,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2090,3.461,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2095,9.03087,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,South Atlantic Gulf,2100,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2020,50.7643,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2025,49.5155,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2030,47.4534,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2035,43.4079,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2040,37.5987,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2045,31.9282,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2050,29.4207,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2055,30.8695,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2060,32.1667,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2065,34.4967,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2070,37.7029,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2075,40.3892,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2080,44.7671,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2085,49.0646,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2090,50.0718,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2095,49.133,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,South Atlantic Gulf,2100,59.6602,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2020,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2025,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2030,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2035,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2040,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2045,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2050,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2055,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2060,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2065,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2070,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2075,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2080,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2085,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2090,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2095,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Tennessee River,2100,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2020,5.66825,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2025,5.17146,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2030,4.70091,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2035,4.23714,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2040,3.51714,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2045,3.15466,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2050,3.16431,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2055,3.34235,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2060,3.56338,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2065,3.89577,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2070,4.30614,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2075,4.86483,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2080,5.36758,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2085,5.93324,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2090,6.55844,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2095,7.24033,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Tennessee River,2100,7.62509,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2020,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2025,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2030,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2035,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2040,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2045,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2050,0.645584,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2055,1.69287,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2060,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2065,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2070,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2075,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2080,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2085,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2090,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2095,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Groundwater,Texas Gulf Coast,2100,0.0,#005F73,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2020,21.5597,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2025,22.5498,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2030,24.8354,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2035,23.9228,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2040,25.4179,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2045,26.5097,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2050,24.536,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2055,24.7886,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2060,26.2452,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2065,27.4213,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2070,29.7978,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2075,28.496,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2080,29.0542,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2085,29.7001,#00B1D1,#02B0CF,#daebed
rcp45hotter_ssp5,Surface Water,Texas Gulf Coast,2090,28.9606,#00B1D1,#02B0CF,#daebed
